"""Identificador URL""";"Nome";"Categorias";"Nome da varia��o 1";"Valor da varia��o 1";"Nome da varia��o 2";"Valor da varia��o 2";"Nome da varia��o 3";"Valor da varia��o 3";"Pre�o";"Pre�o promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"C�digo de barras";"Exibir na loja";"Frete gratis";"Descri��o";"Tags";"T�tulo para SEO";"Descri��o para SEO";"Marca";"Produto F�sico";"MPN (C�d. Exclusivo, Modelo Fabricante)";"Sexo";"Faixa et�ria";"Custo";"URL image"
"davines-oi-all-in-one-milk-135ml";"DAVINES OI ALL IN ONE MILK 135ML";;;;;;;;"0.00";;"0.14";"0.00";"0.00";"0.00";"0";;"8004608247715";"N�O";"N�O";;;;;;"SIM";;;;;
"wella-professionals-invigo-nutri-enrich-wonder-balm-leave-in-150ml";"Wella Professionals Invigo Nutri-Enrich Wonder Balm - Leave-in 150ml";;;;;;;;"95.00";;"0.15";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-wonder-balm-leave-in-150ml/1-8c2a8a99-30bf-4518-a079-662aae47d3b91-b6b82ac73e12c234bc16872840113190-1024-1024.webp"
"paul-mitchell-forever-blonde-condicionador-200ml";"Paul Mitchell Forever Blonde - Condicionador 200ml";;;;;;;;"0.00";;"0.20";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-forever-blonde-condicionador-200ml/1-195e3443-7e4a-44ae-ad5c-1d8c42df0b861-e1bad29153c46e8fdc16872732045826-1024-1024.webp"
"paul-mitchell-forever-blonde-shampoo-250ml";"Paul Mitchell Forever Blonde - Shampoo 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-forever-blonde-shampoo-250ml/1-e0c0d8fc-7443-4d26-a6af-de056934d3ea1-4e6a6c70ce781cef8416872723844456-1024-1024.webp"
"paul-mitchell-original-one-shampoo-1l";"Paul Mitchell Original One - Shampoo 1L";;;;;;;;"0.00";;"1.00";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-original-one-shampoo-1l/1-7b4db219-1337-41bb-b849-9e420d0c7d811-7be08264fe41a218c216872717430461-1024-1024.webp"
"paul-mitchell-forever-blonde-dramatic-repair-tratamento-capilar-150ml";"Paul Mitchell Forever Blonde Dramatic Repair - Tratamento Capilar 150ml";;;;;;;;"0.00";;"0.15";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-forever-blonde-dramatic-repair-tratamento-capilar-150ml/1-ea6f2c0f-0806-48df-a93f-0796be38f0241-d7f18a21a53bca32b216872715409456-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-miracle-bb-spray-leave-in-150ml";"Wella Professionals Invigo Color Brilliance Miracle BB Spray - Leave-in 150ml";;;;;;;;"95.00";;"0.15";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-miracle-bb-spray-leave-in-150ml/1-c7415173-9007-475d-8124-d5390baccb151-ce9773308eb274930a16872713660462-1024-1024.webp"
"paul-mitchell-strength-super-strong-daily-shampoo-300ml";"Paul Mitchell Strength Super Strong Daily - Shampoo 300ml";;;;;;;;"0.00";;"0.30";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"paul-mitchell-strength-super-strong-daily-condicionador-300ml";"Paul Mitchell Strength Super Strong Daily - Condicionador 300ml";;;;;;;;"0.00";;"0.30";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"paul-mitchell-curls-twirl-around-ativador-de-cachos-150ml";"Paul Mitchell Curls Twirl Around - Ativador de Cachos 150ml";;;;;;;;"265.00";;"0.15";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-curls-twirl-around-ativador-de-cachos-150ml/1-b4bf4a60-fa45-4769-aacc-aa375d284de81-5aecfa05190b40387216870309638875-1024-1024.webp"
"paul-mitchell-color-care-protect-daily-shampoo-300ml";"Paul Mitchell Color Care Protect Daily - Shampoo 300ml";;;;;;;;"119.00";;"0.30";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-color-care-protect-daily-shampoo-300ml/1-2abadfe9-cad8-482a-b10a-0c0d2b3daf561-13ef83b386637b5d1f16870307779713-1024-1024.webp"
"paul-mitchell-original-the-detangler-condicionador-300ml";"Paul Mitchell Original The Detangler - Condicionador 300ml";;;;;;;;"144.00";;"0.30";"0.00";"0.00";"0.00";"11";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/paul-mitchell-original-the-detangler-condicionador-300ml/1-98c923b8-f557-4661-82fb-628e74ad37de1-eec0fa5523dc426cec16870306441470-1024-1024.webp"
"loreal-professionnel-serie-expert-pro-longer-mascara-capilar-500g";"L'Or�al Professionnel Serie Expert Pro Longer - M�scara Capilar 500g";;;;;;;;"0.00";;"0.50";"0.00";"0.00";"0.00";"0";;"7899706203982";"N�O";"N�O";;;;;;"SIM";;;;;
"loreal-professionnel-serie-expert-pro-longer-mascara-capilar-500g1";"L'Or�al Professionnel Serie Expert Pro Longer - M�scara Capilar 500g";;;;;;;;"0.00";;"0.50";"0.00";"0.00";"0.00";"0";;;"N�O";"N�O";;;;;;"SIM";;;;;
"wella-professionals-color-motion-mascara-capilar-500ml";"Wella Professionals Color Motion+ - M�scara Capilar 500ml";;;;;;;;"0.00";;"0.50";"0.00";"0.00";"0.00";"0";;"3614226750723";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-color-motion-mascara-capilar-500ml/1-c8b8785e-3228-492d-9d1d-7fe1bd9dfcdf1-f8326d340bced0e94916870261878326-1024-1024.webp"
"wella-color-motion-pre-color-treatment-mascara-de-tratamento-capilar-185ml";"Wella Color Motion+ Pre-Color Treatment - M�scara de Tratamento Capilar 185ml";;;;;;;;"189.00";;"0.19";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-color-motion-pre-color-treatment-mascara-de-tratamento-capilar-185ml/1-f62df0f7-2590-45e3-ba55-d91eea675c9f1-2ac46b9ebc7aaa3f9616870259512995-1024-1024.webp"
"brae-divine-liquid-keratin-mascara-capilar-60ml";"Bra� Divine Liquid Keratin - M�scara Capilar 60ml";;;;;;;;"89.00";;"0.06";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/brae-divine-liquid-keratin-mascara-capilar-60ml/1-49ded7ca-2bbc-4c64-9a22-24110faa36351-1a71f0bb63971605f816870249338962-1024-1024.webp"
"kerastase-nutritive-masquintense-cabelos-grossos-mascara-de-nutricao-200ml";"K�rastase Nutritive Masquintense Cabelos Grossos - M�scara de Nutri��o 200ml";;;;;;;;"339.00";;"0.20";"0.00";"0.00";"0.00";"4";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-masquintense-cabelos-grossos-mascara-de-nutricao-200ml/1-cb99d708-5920-44af-90ae-3c4c6e4f5a571-2b5f1516650a760c9316870247294675-1024-1024.webp"
"kerastase-specifique-divalent-masque-rehydratant-mascara-200ml";"K�rastase Sp�cifique Divalent Masque Rehydratant - M�scara 200ml";;;;;;;;"349.00";;"0.20";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-specifique-divalent-masque-rehydratant-mascara-200ml/1-65554663-0614-44b3-a4cb-d34f483f7e1f1-1674820b4ddd7659b016870242114685-1024-1024.webp"
"kerastase-discipline-maskeratine-mascara-capilar-200ml";"K�rastase Discipline Maskeratine - M�scara Capilar 200ml";;;;;;;;"329.00";;"0.20";"0.00";"0.00";"0.00";"6";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-discipline-maskeratine-mascara-capilar-200ml/1-3fb27f57-f436-4137-91cf-30ef98daed291-2f1255ee998efd4db816870240476387-1024-1024.webp"
"redken-max-sculpting-gel-fixador-250ml";"Redken Max Sculpting - Gel Fixador 250ml";;;;;;;;"159.00";;"0.25";"0.00";"0.00";"0.00";"1";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-max-sculpting-gel-fixador-250ml/1-81518f98-6da8-4259-aaae-ae8233eef68d1-304a760adada4f9c5f16870239029284-1024-1024.webp"
"kerastase-resistance-extentioniste-thermique-protetor-termico-150ml";"K�rastase R�sistance Extentioniste Thermique - Protetor T�rmico 150ml";;;;;;;;"285.00";;"0.15";"0.00";"0.00";"0.00";"5";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-resistance-extentioniste-thermique-protetor-termico-150ml/1-ac0e0dd2-c143-4643-9b5c-7c496ba6c0e61-4e9273b5ad73165e0a16870236568639-1024-1024.webp"
"kerastase-nutritive-fondant-magistral-condicionador-200ml";"K�rastase Nutritive Fondant Magistral - Condicionador 200ml";;;;;;;;"259.00";;"0.20";"0.00";"0.00";"0.00";"2";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-fondant-magistral-condicionador-200ml/1-dd06360d-bf35-47c4-a041-2cb28fbcacb01-69b0982aa2a95ff7ab16870219390305-1024-1024.webp"
"loreal-professionnel-expert-liss-unlimited-mascara-capilar-250g";"L'Or�al Professionnel Expert Liss Unlimited - M�scara Capilar 250g";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"1";;"3474636975983";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-expert-liss-unlimited-mascara-capilar-250g/1-339bac52-248d-455f-ade6-bdf6cc6112e01-23f67c311b095f1b1316870215833518-1024-1024.webp"
"kerastase-curl-manifesto-creme-du-jour-fondamentale-leave-in-150ml";"K�rastase Curl Manifesto Creme Du Jour Fondamentale - Leave-In 150ml";;;;;;;;"275.00";;"0.15";"0.00";"0.00";"0.00";"3";;"347466968749";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-curl-manifesto-creme-du-jour-fondamentale-leave-in-150ml/1-4b72b6c0-0fc3-4a88-ba6e-a5e3f0ca29c21-9f55e088561843d2ec16870212595054-1024-1024.webp"
"loreal-professionnel-expert-liss-unlimited-shampoo-300ml";"L'Or�al Professionnel Expert Liss Unlimited - Shampoo 300ml";;;;;;;;"139.00";;"0.30";"0.00";"0.00";"0.00";"0";;;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-expert-liss-unlimited-shampoo-300ml/1-00e0a921-951a-4a83-b08b-e18bc886e8781-bbfc43c4182ceb018516870209669240-1024-1024.webp"
"davines-naturaltech-replumping-shampoo-250ml";"Davines Naturaltech Replumping - Shampoo 250ml";;;;;;;;"0.00";;"0.25";"0.00";"0.00";"0.00";"0";;"8004608256557";"N�O";"N�O";;;;;;"SIM";;;;;
"loreal-professionnel-serie-expert-volumetry-intra-cylane-spray-volumador-125ml";"L'Or�al Professionnel Serie Expert Volumetry Intra-Cylane - Spray Volumador 125ml";;;;;;;;"185.00";;"0.13";"0.00";"0.00";"0.00";"2";;"3474636977321";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-volumetry-intra-cylane-spray-volumador-125ml/1-e589aa09-3c29-483f-9160-d4319b14f3a11-aacc8493f4ff021d2116870157654275-1024-1024.webp"
"loreal-professionnel-serie-expert-blondifier-gloss-shampoo-300ml";"L'Or�al Professionnel Serie Expert Blondifier Gloss - Shampoo 300ml";;;;;;;;"139.00";;"0.30";"0.00";"0.00";"0.00";"3";;"7899706189279";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-blondifier-gloss-shampoo-300ml/1-25d3d92b-9e30-41c3-8cad-51bfcdbb69e41-57e48950907232b67216870146172812-1024-1024.webp"
"loreal-professionnel-serie-expert-blondifier-cool-shampoo-matizador-300ml";"L'Or�al Professionnel Serie Expert Blondifier Cool - Shampoo Matizador 300ml";;;;;;;;"149.00";;"0.30";"0.00";"0.00";"0.00";"3";;"3474636977277";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-blondifier-cool-shampoo-matizador-300ml/1-b540a79b-7441-4ae1-a952-5bcd88a724261-14f04bc34ffe28df7016870128181930-1024-1024.webp"
"loreal-professionnel-expert-silver-shampoo-300ml";"L'Or�al Professionnel Expert Silver - Shampoo 300ml";;;;;;;;"169.00";;"0.30";"0.00";"0.00";"0.00";"3";;"7899706189729";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-expert-silver-shampoo-300ml/1-431ecba2-33d9-495b-9f0e-fabfc275e0e71-432c04354415ee9a5216870123451057-1024-1024.webp"
"loreal-professionnel-serie-expert-pure-resource-shampoo-300ml";"L'Or�al Professionnel Serie Expert Pure Resource - Shampoo 300ml";;;;;;;;"139.00";;"0.30";"0.00";"0.00";"0.00";"3";;"7899706189705";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-pure-resource-shampoo-300ml/1-7b760362-0cc0-4dc5-be46-60a6a09975281-49e5554b624e10f31116870121422994-1024-1024.webp"
"davines-heart-of-glass-sheer-glaze-leave-in-150ml";"Davines Heart of Glass Sheer Glaze - Leave-in 150ml";;;;;;;;"0.00";;"0.15";"0.00";"0.00";"0.00";"0";;"8004608271741";"N�O";"N�O";;;;;;"SIM";;;;;
"redken-styling-pliable-paste-pasta-modeladora-150ml";"Redken Styling Pliable Paste - Pasta Modeladora 150ml";;;;;;;;"165.00";;"0.15";"0.00";"0.00";"0.00";"1";;"884486497895";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-styling-pliable-paste-pasta-modeladora-150ml/1-51c8287a-f92e-46c1-9f76-5fcb697e1e1b1-9e84926f94d57f021b16870114214671-1024-1024.webp"
"wella-professionals-invigo-nutri-enrich-frizz-control-leave-in-antifrizz-150ml";"Wella Professionals Invigo Nutri-Enrich Frizz Control - Leave-in Antifrizz 150ml";;;;;;;;"95.00";;"0.15";"0.00";"0.00";"0.00";"1";;"8005610644677";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-frizz-control-leave-in-antifrizz-150ml/1-f59dd803-5e66-4998-a07d-fae12ca58bcd1-d48705881c4c8b15f916870109060368-1024-1024.webp"
"loreal-professionnel-serie-expert-blow-dry-fluidifier-leave-in-150ml";"L'Or�al Professionnel Serie Expert Blow-Dry Fluidifier - Leave-in 150ml";;;;;;;;"189.00";;"0.15";"0.00";"0.00";"0.00";"1";;"3474636977338";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-blow-dry-fluidifier-leave-in-150ml/1-5fc341bd-d4bd-4ffc-b4cd-a2661aa0f3101-fd099b4961d012643716870099219892-1024-1024.webp"
"loreal-professionnel-serie-expert-blondifier-condicionador-200ml";"L'Or�al Professionnel Serie Expert Blondifier - Condicionador 200ml";;;;;;;;"179.00";;"0.20";"0.00";"0.00";"0.00";"2";;"7899706189323";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-blondifier-condicionador-200ml/1-cd332c24-da2c-478a-9e93-c6c8192d65f21-9837c2b40cfa6c42e316870095013134-1024-1024.webp"
"loreal-professionnel-expert-liss-unlimited-oleo-capilar-125ml";"L'Or�al Professionnel Expert Liss Unlimited - �leo Capilar 125ml";;;;;;;;"185.00";;"0.13";"0.00";"0.00";"0.00";"4";;"3474636974320";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-expert-liss-unlimited-oleo-capilar-125ml/1-a7eedc8a-62e3-4cb0-9a0f-f860046e45d11-98d670006bc2f7751a16870092805284-1024-1024.webp"
"wella-professionals-oil-reflections-light-oleo-capilar-30ml";"Wella Professionals Oil Reflections Light - �leo Capilar 30ml";;;;;;;;"85.00";;"0.03";"0.00";"0.00";"0.00";"4";;"8005610573755";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-light-oleo-capilar-30ml/1-c185cc2c-ddc7-4f88-be39-765f032372031-0e866cbca3bf76e13c16870089972668-1024-1024.webp"
"wella-professionals-oil-reflections-oleo-capilar-30ml";"Wella Professionals Oil Reflections - �leo Capilar 30ml";;;;;;;;"79.00";;"0.03";"0.00";"0.00";"0.00";"11";;"4064666306148";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-oleo-capilar-30ml/1-ae424043-3acc-41f4-a002-c59d0d8cfd0f1-5b82bc3b64557d4aad16870086920184-1024-1024.webp"
"wella-professionals-oil-reflections-luminous-instant-condicionador-200ml";"Wella Professionals Oil Reflections Luminous Instant - Condicionador 200ml";;;;;;;;"129.00";;"0.20";"0.00";"0.00";"0.00";"3";;"7896235353881";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-oil-reflections-luminous-instant-condicionador-200ml/1-0ee2cf78-b7fb-4d20-88b6-74160dbabdc61-0c7f222e8aa635e7b016870068267474-1024-1024.webp"
"redken-extreme-length-condicionador-300ml";"Redken Extreme Length - Condicionador 300ml";;;;;;;;"205.00";;"0.30";"0.00";"0.00";"0.00";"0";"RK12";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-extreme-length-condicionador-300ml/1-3572226e-de52-41a6-a217-ce9b748618b41-0ecb52d4845529063516863316712025-1024-1024.webp"
"redken-extreme-length-shampoo-300ml";"Redken Extreme Length - Shampoo 300ml";;;;;;;;"175.00";;"0.30";"0.00";"0.00";"0.00";"2";"RK11";"3474636920211";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-extreme-length-shampoo-300ml/1-38566b02-aa9b-41f1-a04d-0c3c17b914771-5894fd3becb2e7ac4f16863315372447-1024-1024.webp"
"redken-extreme-bleach-recovery-shampoo-300ml";"Redken Extreme Bleach Recovery - Shampoo 300ml";;;;;;;;"165.00";;"0.30";"0.00";"0.00";"0.00";"2";"RK10";"3474636940455";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-extreme-bleach-recovery-shampoo-300ml/1-217c82ce-9275-4c0d-bfb1-b9e0d54764371-38f68ec7631f1b4c4c16863313708204-1024-1024.webp"
"redken-extreme-bleach-recovery-cica-cream-leave-in-150ml";"Redken Extreme Bleach Recovery Cica Cream - Leave-in 150ml";;;;;;;;"189.00";;"0.15";"0.00";"0.00";"0.00";"1";"RK09";"884486456175";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-extreme-bleach-recovery-cica-cream-leave-in-150ml/1-31763c68-d835-4bc2-8511-0c4ef27402951-2a9de88f1c8fdcb13916863310671048-1024-1024.webp"
"redken-acidic-bonding-concentrate-condicionador-300ml";"Redken Acidic Bonding Concentrate - Condicionador 300ml";;;;;;;;"239.00";;"0.30";"0.00";"0.00";"0.00";"1";"RK08";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-acidic-bonding-concentrate-condicionador-300ml/1-876d8405-2b0a-49c3-9800-c5cb48c8bd441-048344a89df5cef32316863296645902-1024-1024.webp"
"redken-acidic-bonding-concentrate-shampoo-300ml";"Redken Acidic Bonding Concentrate - Shampoo 300ml";;;;;;;;"215.00";;"0.30";"0.00";"0.00";"0.00";"2";"RK07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-acidic-bonding-concentrate-shampoo-300ml/1-c2e781d1-5e67-42d7-b24f-f02a9758c8b91-649a531176db7f992716863295539358-1024-1024.webp"
"redken-acidic-perfecting-concentrate-leave-in-150ml";"Redken Acidic Perfecting Concentrate - Leave-in 150ml";;;;;;;;"259.00";;"0.15";"0.00";"0.00";"0.00";"2";"Rk06";"84486456380";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-acidic-perfecting-concentrate-leave-in-150ml/1-ccfc9a89-00ed-41d6-b19a-93736979ddc51-01abb49accf51f66bb16863290870793-1024-1024.webp"
"redken-all-soft-mega-condicionador-300ml";"Redken All Soft Mega - Condicionador 300ml";;;;;;;;"214.00";;"0.30";"0.00";"0.00";"0.00";"0";"RK05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-mega-condicionador-300ml/1-3d992dfc-acb5-44e3-bb0a-2d1d151d940d1-dba2eb0e9eadd9febf16863288363959-1024-1024.webp"
"redken-all-soft-mega-shampoo-300ml";"Redken All Soft Mega - Shampoo 300ml";;;;;;;;"185.00";;"0.30";"0.00";"0.00";"0.00";"2";"RK04";"3474636920006";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-mega-shampoo-300ml/1-e23c00d4-6fa9-447a-8baa-4f15cb68cad11-837d1be8340f8b645616863216929963-1024-1024.webp"
"redken-all-soft-condicionador-300ml";"Redken All Soft - Condicionador 300ml";;;;;;;;"215.00";;"0.30";"0.00";"0.00";"0.00";"5";"RK03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-condicionador-300ml/1-94f21a76-0cb5-4185-8a43-0f6c3bf612fd1-17ef4a627d2d4887b916862548572728-1024-1024.webp"
"redken-all-soft-shampoo-300ml";"Redken All Soft - Shampoo 300ml";;;;;;;;"185.00";;"0.30";"0.00";"0.00";"0.00";"6";"RK02";"3474636919987";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-all-soft-shampoo-300ml/1-a29098e0-9b42-4455-a586-ea4c22ef961b1-338af77ecf2fd671d416862542493257-1024-1024.webp"
"redken-one-united-25-benefits-leave-in-150ml";"Redken One United 25 Benefits - Leave-in 150ml";;;;;;;;"199.00";;"0.15";"0.00";"0.00";"0.00";"6";"RK01";"3474637102555";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/redken-one-united-25-benefits-leave-in-150ml/1-d843c6dc-95d5-4509-93f7-571f0c4241781-d8c721a0292b6aedc116862529631349-1024-1024.webp"
"kit-senscience-silk-moisture-moisturizing-mask-travel-3-produtos";"Kit Senscience Silk Moisture Moisturizing Mask Travel (3 Produtos)";;;;;;;;"119.90";;"0.00";"0.00";"0.00";"0.00";"0";"KIT01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kit-senscience-silk-moisture-moisturizing-mask-travel-3-produtos/1-488c08da-cdca-4dbc-9409-2a3e54b210b51-e9d688b320067da36e16862514298114-1024-1024.webp"
"loreal-professionnel-serie-expert-vitamino-color-10-in-1-spray-leave-in-190ml";"L'Or�al Professionnel Serie Expert Vitamino Color 10 in 1 - Spray Leave-in 190ml";;;;;;;;"179.00";;"0.19";"0.00";"0.00";"0.00";"0";"L21";"3474636974368";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-vitamino-color-10-in-1-spray-leave-in-190ml/1-06f97357-861a-4533-bcf8-fa74cd92e6d41-ce9a57d65f8fc7989816862510870560-1024-1024.webp"
"loreal-professionnel-serie-expert-vitamino-color-mascara-capilar-250g";"L'Or�al Professionnel Serie Expert Vitamino Color - M�scara Capilar 250g";;;;;;;;"239.00";;"0.25";"0.00";"0.00";"0.00";"8";"L20";"7899706189828";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-vitamino-color-mascara-capilar-250g/1-7792eef1-3e8a-44f2-82ed-d46a23ccc8511-a6521dfac09ef41b0a16862507731849-1024-1024.webp"
"loreal-professionnel-serie-expert-vitamino-color-condicionador-200ml";"L'Or�al Professionnel Serie Expert Vitamino Color - Condicionador 200ml";;;;;;;;"199.00";;"0.20";"0.00";"0.00";"0.00";"7";"L19";"7899706189804";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/loreal-professionnel-serie-expert-vitamino-color-condicionador-200ml/1-02ffa2d2-7422-4ff7-9946-faf163bc9a431-63fa0f7b765f1bcc9a16862502017341-1024-1024.webp"
