"""Identificador URL""";"Nome";"Categorias";"Nome da varia��o 1";"Valor da varia��o 1";"Nome da varia��o 2";"Valor da varia��o 2";"Nome da varia��o 3";"Valor da varia��o 3";"Pre�o";"Pre�o promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"C�digo de barras";"Exibir na loja";"Frete gratis";"Descri��o";"Tags";"T�tulo para SEO";"Descri��o para SEO";"Marca";"Produto F�sico";"MPN (C�d. Exclusivo, Modelo Fabricante)";"Sexo";"Faixa et�ria";"Custo";"URL image"
"kerastase-elixir-ultime-rose-oleo-capilar-100ml";"K�rastase Elixir Ultime Rose - �leo Capilar 100ml";;;;;;;;"289.00";;"0.15";"0.00";"0.00";"0.00";"2";"K28";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-elixir-ultime-rose-oleo-capilar-100ml/1-7e2a25e5-c351-42a1-b89d-e7f93538a2d91-33733297a46dc50dbb16857214794163-1024-1024.webp"
"kerastase-chroma-absolu-thermique-hair-serum-capilar-150ml";"K�rastase Chroma Absolu Thermique Hair - S�rum Capilar 150ml";;;;;;;;"259.00";;"0.15";"0.00";"0.00";"0.00";"3";"K28";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-chroma-absolu-thermique-hair-serum-capilar-150ml/1-8b01e44e-2597-475a-8cb3-3c110f387df11-66ccea1b3842b8a12e16857212100859-1024-1024.webp"
"kerastase-chroma-absolu-filler-mascara-capilar-200ml";"K�rastase Chroma Absolu Filler - M�scara Capilar 200ml";;;;;;;;"309.00";;"0.20";"0.00";"0.00";"0.00";"1";"K27";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-chroma-absolu-filler-mascara-capilar-200ml/1-3b021dde-37fd-47d9-ac6b-227a2b1e974c1-2207443f44c424138416857209427783-1024-1024.webp"
"kerastase-chroma-absolu-fondant-cica-condicionador-200ml";"K�rastase Chroma Absolu Fondant Cica - Condicionador 200ml";;;;;;;;"239.00";;"0.20";"0.00";"0.00";"0.00";"3";"K25";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-chroma-absolu-fondant-cica-condicionador-200ml/1-a72955c2-f6a4-40ab-9719-f700050b254e1-082a77b5c32a75fe2a16857134492697-1024-1024.webp"
"kerastase-chroma-absolu-bain-respect-shampoo-250ml";"K�rastase Chroma Absolu Bain Respect - Shampoo 250ml";;;;;;;;"219.00";;"0.25";"0.00";"0.00";"0.00";"3";"K24";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-chroma-absolu-bain-respect-shampoo-250ml/1-f2c035f1-3d79-4fa4-851f-38a34c44505f1-f3179262ab5b64ab5f16857131397825-1024-1024.webp"
"kerastase-genesis-masque-reconstituant-mascara-capilar-200ml";"K�rastase Genesis Masque Reconstituant - M�scara Capilar 200ml";;;;;;;;"369.00";;"0.20";"0.00";"0.00";"0.00";"4";"K24";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-genesis-masque-reconstituant-mascara-capilar-200ml/1-1e718f0d-c59a-432b-b9d0-1c5af3c976cc1-4f2942f8039e56980516856513773260-1024-1024.webp"
"kerastase-genesis-fondant-renforcateur-condicionador-200ml";"K�rastase Genesis Fondant Renfor�ateur - Condicionador 200ml";;;;;;;;"285.00";;"0.20";"0.00";"0.00";"0.00";"1";"K23";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-genesis-fondant-renforcateur-condicionador-200ml/1-1a7ba3c0-2f06-422e-9dd1-63c9cba644f71-fac17b63ca6023c3b516856512581229-1024-1024.webp"
"kerastase-genesis-bain-nutri-fortifiant-shampoo-250ml";"K�rastase Genesis Bain-Nutri Fortifiant - Shampoo 250ml";;;;;;;;"249.00";;"0.25";"0.00";"0.00";"0.00";"2";"K22";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-genesis-bain-nutri-fortifiant-shampoo-250ml/1-23374310-aad6-4199-9e09-56f6dbac62a71-59dc6e471ed6ce754116856511117823-1024-1024.webp"
"kerastase-nutritive-masquitense-riche-mascara-capilar-200ml";"K�rastase Nutritive Masquitense Riche - M�scara Capilar 200ml";;;;;;;;"329.00";;"0.20";"0.00";"0.00";"0.00";"0";"K21";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-masquitense-riche-mascara-capilar-200ml/1-captura-de-tela-2023-09-20-as-15-35-171-ea1251b2704bd8f97c16952354144288-1024-1024.webp"
"kerastase-nutritive-lait-vital-condicionador-200ml";"K�rastase Nutritive Lait Vital - Condicionador 200ml";;;;;;;;"259.00";;"0.20";"0.00";"0.00";"0.00";"2";"K20";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-lait-vital-condicionador-200ml/1-9eff441c-3bc1-4009-b019-f8cf88b34cf51-0fa3374375135abb1c16856506250214-1024-1024.webp"
"kerastase-elixir-ultime-originale-oleo-capilar-100ml";"K�rastase Elixir Ultime Originale - �leo Capilar 100ml";;;;;;;;"289.00";;"0.10";"0.00";"0.00";"0.00";"8";"K19";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-elixir-ultime-originale-oleo-capilar-100ml/1-52574f78-f91c-43d3-8276-1a758e4939db1-bd6eb3fb600edd070e16856503557661-1024-1024.webp"
"kerastase-elixir-ultime-le-fondant-condicionador-200ml";"K�rastase Elixir Ultime Le Fondant - Condicionador 200ml";;;;;;;;"249.00";;"0.20";"0.00";"0.00";"0.00";"1";"K18";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-elixir-ultime-le-fondant-condicionador-200ml/1-a0d54fbc-c269-42d2-9bd5-4d3d7151477f1-9ce7c90d0bff387eaf16856498999540-1024-1024.webp"
"kerastase-densifique-densite-mascara-capilar-200ml";"K�rastase Densifique Densit� - M�scara Capilar 200ml";;;;;;;;"319.00";;"0.20";"0.00";"0.00";"0.00";"2";"K17";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-densifique-densite-mascara-capilar-200ml/1-16fc029b-2b30-4dba-9886-cbe1d31a23d51-4ca1de36ed32d53abe16856495910816-1024-1024.webp"
"kerastase-densifique-fondant-densite-condicionador-200ml";"K�rastase Densifique Fondant Densit� - Condicionador 200ml";;;;;;;;"269.00";;"0.20";"0.00";"0.00";"0.00";"1";"K16";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-densifique-fondant-densite-condicionador-200ml/1-cf455354-b949-42dc-b9a7-a2d12b8f80d31-964d80cb32f859e17f16856494630661-1024-1024.webp"
"kerastase-nutritive-nectar-thermique-leave-in-150ml";"K�rastase Nutritive Nectar Thermique - Leave-in 150ml";;;;;;;;"245.00";;"0.15";"0.00";"0.00";"0.00";"1";"K15";;"SIM";"N�O";;;;;;"SIM";;;;;
"kerastase-specifique-divalent-shampoo-250ml";"K�rastase Sp�cifique Divalent - Shampoo 250ml";;;;;;;;"219.00";;"0.25";"0.00";"0.00";"0.00";"3";"K14";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-specifique-divalent-shampoo-250ml/1-3384fa77-ada1-4caa-bb2b-457d86763fc91-34b577a43cbc5e8fd216856484458303-1024-1024.webp"
"kerastase-resistance-extentioniste-mascara-de-tratamento-200ml";"K�rastase R�sistance Extentioniste - M�scara de Tratamento 200ml";;;;;;;;"359.00";;"0.00";"0.00";"0.00";"0.00";"8";"K13";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-resistance-extentioniste-mascara-de-tratamento-200ml/1-6e230903-f1e3-45bc-9188-8d4acceaa14b1-b87f8cdea07cdd098216856482711200-1024-1024.webp"
"kerastase-resistance-fondant-extentioniste-condicionador-200ml";"K�rastase R�sistance Fondant Extentioniste - Condicionador 200ml";;;;;;;;"249.00";;"0.20";"0.00";"0.00";"0.00";"4";"K12";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-resistance-fondant-extentioniste-condicionador-200ml/1-6c767d08-7b12-4cd0-aecb-f8aaa25b932c1-4519b36d3ee54adb8916856480670403-1024-1024.webp"
"kerastase-resistance-bain-extentioniste-shampoo-250ml";"K�rastase R�sistance Bain Extentioniste - Shampoo 250ml";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"6";"K11";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-resistance-bain-extentioniste-shampoo-250ml/1-365db1ee-03e3-4275-b3be-b9c8407c23941-694282607898894c3b16856479387042-1024-1024.webp"
"kerastase-blond-absolu-ultra-violet-mascara-desamareladora-200ml";"K�rastase Blond Absolu Ultra-Violet - M�scara Desamareladora 200ml";;;;;;;;"315.00";;"0.20";"0.00";"0.00";"0.00";"1";"K10";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-blond-absolu-ultra-violet-mascara-desamareladora-200ml/1-57f224fc-58a4-4aac-80a4-e036c9a13e211-62ed3c0a2e6cb332c716856477494424-1024-1024.webp"
"kerastase-blond-absolu-cicaflash-condicionador-250ml";"K�rastase Blond Absolu Cicaflash - Condicionador 250ml";;;;;;;;"275.00";;"0.25";"0.00";"0.00";"0.00";"4";"K09";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-blond-absolu-cicaflash-condicionador-250ml/1-9f968107-b616-4168-9c32-93f1d564425c1-e2d18536395f12490d16856475664946-1024-1024.webp"
"kerastase-blond-absolu-bain-lumiere-shampoo-250ml";"K�rastase Blond Absolu Bain Lumi�re - Shampoo 250ml";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"4";"K08";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-blond-absolu-bain-lumiere-shampoo-250ml/1-f745a000-0028-4caa-850d-5253d7782ac31-17e423adf88c2ee5ab16856474420707-1024-1024.webp"
"kerastase-elixir-ultime-le-bain-shampoo-250ml";"K�rastase Elixir Ultime Le Bain - Shampoo 250ml";;;;;;;;"189.00";;"0.25";"0.00";"0.00";"0.00";"0";"K07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-elixir-ultime-le-bain-shampoo-250ml/1-14f63411-264b-4932-8e35-d718f2ef63181-41228802219b2d872716856471951248-1024-1024.webp"
"kerastase-curl-manifesto-masque-beurre-haute-nutrition-mascara-capilar-200ml";"K�rastase Curl Manifesto Masque Beurre Haute Nutrition - M�scara Capilar 200ml";;;;;;;;"379.00";;"0.20";"0.00";"0.00";"0.00";"1";"K07";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-curl-manifesto-masque-beurre-haute-nutrition-mascara-capilar-200ml/1-069439f3-1c12-46dd-a1c6-9010a2349bc01-224d6f08d14fb22ffd16856468473568-1024-1024.webp"
"kerastase-curl-manifesto-fondant-hydratation-essentielle-condicionador-250ml";"K�rastase Curl Manifesto Fondant Hydratation Essentielle - Condicionador 250ml";;;;;;;;"295.00";;"0.25";"0.00";"0.00";"0.00";"0";"K06";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-curl-manifesto-fondant-hydratation-essentielle-condicionador-250ml/1-cd22a02e-8a6d-499e-a5e2-a7fb69dc17db1-e27f23821983985e0716856466740443-1024-1024.webp"
"kerastase-curl-manifesto-bain-nourrissant-shampoo-250ml";"K�rastase Curl Manifesto Bain Nourrissant - Shampoo 250ml";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"4";"K05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-curl-manifesto-bain-nourrissant-shampoo-250ml/1-1a536818-58be-4ea4-96f5-d578e7ad36a71-f55e077713dd99314c16856464688864-1024-1024.webp"
"kerastase-densifique-bain-densite-homme-shampoo-250ml";"K�rastase Densifique Bain Densit� Homme - Shampoo 250ml";;;;;;;;"239.00";;"0.25";"0.00";"0.00";"0.00";"1";"K04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-densifique-bain-densite-homme-shampoo-250ml/1-4fab98a9-523a-46c9-9add-837dc7fe75621-a7a7b350b8a813914916856451626757-1024-1024.webp"
"kerastase-densifique-bain-densite-shampoo-250ml";"K�rastase Densifique Bain Densit� - Shampoo 250ml";;;;;;;;"219.00";;"0.25";"0.00";"0.00";"0.00";"6";"K03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-densifique-bain-densite-shampoo-250ml/1-d60817fe-f866-4cf0-9d4a-be056f9da4211-a125c951adab545d7e16856448948423-1024-1024.webp"
"kerastase-nutritive-bain-satin-2-shampoo-250ml";"K�rastase Nutritive Bain Satin 2 - Shampoo 250ml";;;;;;;;"229.00";;"0.25";"0.00";"0.00";"0.00";"2";"K02";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-bain-satin-2-shampoo-250ml/1-38833bd7-3906-4fe8-b53f-51408531e3441-af8afa68a9b39559af16856444063203-1024-1024.webp"
"kerastase-nutritive-bain-satin-1-shampoo-250ml";"K�rastase Nutritive Bain Satin 1 - Shampoo 250ml";;;;;;;;"235.00";;"0.25";"0.00";"0.00";"0.00";"0";"K01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/kerastase-nutritive-bain-satin-1-shampoo-250ml/1-974d31b5-fe7c-40d9-93d0-38b76e8e63871-6a5bc8c360b59fc29116856441208368-1024-1024.webp"
"revlon-professional-uniq-one-coconut-leave-in-150ml";"Revlon Professional Uniq One Coconut - Leave-in 150ml";;;;;;;;"169.00";;"0.15";"0.00";"0.00";"0.00";"2";"R02";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/revlon-professional-uniq-one-coconut-leave-in-150ml/1-eb874720-96c6-456f-a11b-6a92fa30448d1-3b6f37ad6e9ed7f2f216856432673271-1024-1024.webp"
"revlon-professional-uniq-one-leave-in-150ml";"Revlon Professional Uniq One - Leave-in 150ml";;;;;;;;"149.00";;"0.15";"0.00";"0.00";"0.00";"1";"R01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/revlon-professional-uniq-one-leave-in-150ml/1-4d505e56-95d9-4bda-a85a-335a95d34f631-285e04d08a1afe0ae216856431105227-1024-1024.webp"
"sebastian-professional-penetraitt-condicionador-250ml";"Sebastian Professional Penetraitt - Condicionador 250ml";;;;;;;;"179.00";;"0.25";"0.00";"0.00";"0.00";"2";"S05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-penetraitt-condicionador-250ml/1-0ed006c0-d429-496c-b061-fa17796bee5e1-4c670da8b0df25076916856425446114-1024-1024.webp"
"sebastian-professional-penetraitt-mascara-de-tratamento-reconstrutor-150ml";"Sebastian Professional Penetraitt - M�scara de Tratamento Reconstrutor 150ml";;;;;;;;"182.00";;"0.15";"0.00";"0.00";"0.00";"0";"S05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-penetraitt-mascara-de-tratamento-reconstrutor-150ml/1-86f4d7c5-428b-4068-88e3-66c958c2bd891-bdcf11fd561adf337d16856421091639-1024-1024.webp"
"sebastian-professional-penetraitt-shampoo-250ml";"Sebastian Professional Penetraitt - Shampoo 250ml";;;;;;;;"129.00";;"0.25";"0.00";"0.00";"0.00";"0";"S04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-penetraitt-shampoo-250ml/1-bb866fe1-79ae-411a-88e0-cc11c876ce801-a73ec77b3f281f233216856419436214-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-mascara-capilar-150ml";"Wella Professionals Invigo Color Brilliance - M�scara Capilar 150ml";;;;;;;;"124.00";;"0.15";"0.00";"0.00";"0.00";"3";"W18";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-mascara-capilar-150ml/1-f760e521-d626-4be4-953f-aeedec0de6aa1-25c810b8bc80f2dc6016856410820657-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-condicionador-200ml";"Wella Professionals Invigo Color Brilliance - Condicionador 200ml";;;;;;;;"109.00";;"0.20";"0.00";"0.00";"0.00";"2";"W17";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-condicionador-200ml/1-90f62f68-1fcf-4758-aa51-3ca46151b94b1-00feb2e7123144667c16856407433364-1024-1024.webp"
"wella-professionals-invigo-color-brilliance-shampoo-250ml";"Wella Professionals Invigo Color Brilliance - Shampoo 250ml";;;;;;;;"104.00";;"0.25";"0.00";"0.00";"0.00";"3";"W16";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-color-brilliance-shampoo-250ml/1-519e420c-9c3c-47e2-9c11-24e7e3492b6f1-56c61556bf3e7be67416856402036655-1024-1024.webp"
"wella-professionals-invigo-nutri-enrich-mascara-de-nutricao-150ml";"Wella Professionals Invigo Nutri-Enrich - M�scara de Nutri��o 150ml";;;;;;;;"124.00";;"0.15";"0.00";"0.00";"0.00";"2";"W16";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-mascara-de-nutricao-150ml/1-e29546e6-fa0d-4a49-a1e2-9e08769a59e21-a210621d4b2f1b3cd516856383254989-1024-1024.webp"
"wella-professionals-invigo-nutri-enrich-condicionador-200ml";"Wella Professionals Invigo Nutri-Enrich - Condicionador 200ml";;;;;;;;"109.00";;"0.20";"0.00";"0.00";"0.00";"4";"W15";"7896235353867";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-condicionador-200ml/1-23e01cbf-2ac0-4af7-b017-a2891bbaed591-fd8f9184b5e7d2b36416856381164087-1024-1024.webp"
"wella-professionals-invigo-nutri-enrich-shampoo-250ml";"Wella Professionals Invigo Nutri-Enrich - Shampoo 250ml";;;;;;;;"104.00";;"0.25";"0.00";"0.00";"0.00";"1";"W14";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-invigo-nutri-enrich-shampoo-250ml/1-3cd0c0c5-b074-4b4d-8006-77faa7e8dc941-3a833a0218c9a6b67a16856379359853-1024-1024.webp"
"wella-professionals-fusion-mascara-capilar-150ml";"Wella Professionals Fusion - M�scara Capilar 150ml";"Linhas > Fusion";;;;;;;"149.00";;"0.15";"0.00";"0.00";"0.00";"2";"W13";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-mascara-capilar-150ml/1-d08c9c2a-e8df-435b-963a-d620c2fc4fdf1-bb5f995a15af33c1c516856376068659-1024-1024.webp"
"wella-professionals-fusion-condicionador-200ml";"Wella Professionals Fusion - Condicionador 200ml";"Linhas > Fusion";;;;;;;"119.00";;"0.20";"0.00";"0.00";"0.00";"5";"W12";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-condicionador-200ml/1-ecdf59c3-556d-48fb-ba0d-2917520eb55a1-dc4afa188ee98a75fe16856374516498-1024-1024.webp"
"wella-professionals-fusion-shampoo-250ml";"Wella Professionals Fusion - Shampoo 250ml";"Linhas > Fusion";;;;;;;"105.00";;"0.25";"0.00";"0.00";"0.00";"4";"W12";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/wella-professionals-fusion-shampoo-250ml/1-01c01e27-66bb-4618-9ce0-217f72c862e51-91670e484e4d3274ad16855707608939-1024-1024.webp"
"sebastian-professional-dark-oil-hair-mist-perfume-para-cabelo-200ml";"Sebastian Professional Dark Oil Hair Mist - Perfume para Cabelo 200ml";;;;;;;;"109.00";;"0.20";"0.00";"0.00";"0.00";"0";"S06";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-hair-mist-perfume-para-cabelo-200ml/1-1a96d6ed-dfd2-455d-b8d0-d979a22bba2a1-2df49f760a470323c516849352510421-1024-1024.webp"
"sebastian-professional-dark-oil-oleo-capilar-95ml";"Sebastian Professional Dark Oil - �leo Capilar 95ml";;;;;;;;"149.00";;"0.10";"0.00";"0.00";"0.00";"0";"S05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-oleo-capilar-95ml/1-7c97f779-a730-4449-b059-246e9cf88b151-d100185cfce0a96b9c16849351259839-1024-1024.webp"
"sebastian-professional-dark-oil-oleo-capilar-30ml";"Sebastian Professional Dark Oil - �leo Capilar 30ml";;;;;;;;"79.00";;"0.03";"0.00";"0.00";"0.00";"0";"S04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-oleo-capilar-30ml/1-4f43c27c-9e5d-4800-9fa5-4905163f85ee1-226e6666b92e65ced716849349784649-1024-1024.webp"
"sebastian-professional-dark-oil-shampoo-250ml";"Sebastian Professional Dark Oil - Shampoo 250ml";;;;;;;;"139.00";;"0.25";"0.00";"0.00";"0.00";"0";"W03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-shampoo-250ml/1-ca08aff5-3eaf-4dc0-9295-51e06353d4d41-0240fff8c26459bdca16849346693341-1024-1024.webp"
"sebastian-professional-dark-oil-condicionador-250ml";"Sebastian Professional Dark Oil - Condicionador 250ml";;;;;;;;"169.00";;"0.25";"0.00";"0.00";"0.00";"0";"S02";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-condicionador-250ml/1-b810011a-bb07-46e2-86dc-513f6e137a3d1-dd64bd2f8a31dad58216849345594278-1024-1024.webp"
"sebastian-professional-dark-oil-mascara-capilar-150ml";"Sebastian Professional Dark Oil - M�scara Capilar 150ml";;;;;;;;"189.00";;"0.15";"0.00";"0.00";"0.00";"1";"S01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sebastian-professional-dark-oil-mascara-capilar-150ml/1-3f5c02c7-4a13-4d74-b0b7-fc82abae857a1-5a7a06c131bada7dbe16849343917052-1024-1024.webp"
"sp-system-professional-luxe-oil-oleo-capilar-30ml";"SP System Professional Luxe Oil - �leo Capilar 30ml";;;;;;;;"92.00";;"0.03";"0.00";"0.00";"0.00";"3";"W05";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-oleo-capilar-30ml/1-b8bec32f-67ef-4d3b-9d1f-0b21846cb2c81-47a7db19ca5a27185f16849338316588-1024-1024.webp"
"sp-system-professional-luxe-oil-oleo-capilar-100ml";"SP System Professional Luxe Oil - �leo Capilar 100ml";;;;;;;;"189.00";;"0.10";"0.00";"0.00";"0.00";"2";"W04";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-oleo-capilar-100ml/1-36b187b8-b141-412b-920d-d111b7a2346a1-02f8c283a3a59279df16849337184704-1024-1024.webp"
"sp-system-professional-luxe-oil-keratin-condicionador-200ml";"SP System Professional Luxe Oil Keratin - Condicionador 200ml";;;;;;;;"179.00";;"0.20";"0.00";"0.00";"0.00";"5";"W03";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-keratin-condicionador-200ml/1-5565f437-a656-43f6-87db-a8009e4fdd5c1-092a42eed3623f237e16849334224804-1024-1024.webp"
"sp-system-professional-luxe-oil-keratin-protect-shampoo-200ml";"SP System Professional Luxe Oil Keratin Protect - Shampoo 200ml";;;;;;;;"129.00";;"0.20";"0.00";"0.00";"0.00";"4";"W02";"3614226768537";"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-keratin-protect-shampoo-200ml/1-7e5dba32-561b-4f1a-bd47-100bae9a112c1-06f9f8ad508627d6de16849332919463-1024-1024.webp"
"sp-system-professional-luxe-oil-keratin-restore-mascara-capilar-150ml";"SP System Professional Luxe Oil Keratin Restore - M�scara Capilar 150ml";;;;;;;;"189.00";;"0.15";"0.00";"0.00";"0.00";"0";"W01";;"SIM";"N�O";;;;;;"SIM";;;;;"https://raw.githubusercontent.com/caiogasparino/get-image-products/refs/heads/main/imagens/sp-system-professional-luxe-oil-keratin-restore-mascara-capilar-150ml/1-d6164d4a-9169-4b93-b0ba-3d0f68cabbd71-8782a7be0d074c58a016849329761396-1024-1024.webp"
